Title	Abstract	Keywords	Coordinator	Participants	URL	Interesting
European Lighthouse on Secure and Safe AI (ELSA)	In order to reinforce European leadership in safe and secure AI technology, we are proposing a virtual center of excellence on safe and secure AI that will address major challenges hampering the deployment of AI technology. These grand challenges are fundamental in nature. Addressing them in a sustainable manner requires a lighthouse rooted in scientific excellence and rigorous methods. We will develop a strategic research agenda which is supported by research programmes that focus on “technical robustness and safety”, “privacy preserving techniques and infrastructures” and “human agency and oversight”. Furthermore, we focus our efforts to detect, prevent and mitigate threats and enable recovery from harm by 3 grand challenges: “Robustness guarantees and certification”, “Private and robust collaborative learning at scale” and “Human-in-the-loop decision making: Integrated governance to ensure meaningful oversight” that cut across 6 use cases: health, autonomous driving, robotics, cybersecurity, multi-media, and document intelligence. Throughout our project, we seek to integrate robust technical approaches with legal and ethical principles supported by meaningful and effective governance architectures to nurture and sustain the development and deployment of AI technology that serves and promotes foundational European values. Our initiative builds on and expands the internationally recognized, highly successful and fully operational network of excellence ELLIS (European Laboratory for Learning and Intelligent Systems). We build ELSA on its 3 pillars: research programmes, a set of research units, and a PhD/postdoc programme, thereby connecting a network of over 100 organizations and more than 337 ELLIS fellows and scholars (113 ERC grants) committed to shared standards of excellence. We will not only establish a virtual center of excellence, but all our activities will be also inclusive and open to input, interactions and collaboration of AI researchers and industrial partners in order to drive the entire field forward.	No keywords available	CISPA	HELSINGIN YLIOPISTO, KUNGLIGA TEKNISKA HOEGSKOLAN, CENTRE DE VISIO PER COMPUTADOR, FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA, VALEO COMFORT AND DRIVING ASSISTANCE, UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA, CONSORZIO INTERUNIVERSITARIO NAZIONALE PER L'INFORMATICA, MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV, INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE, EUROPEAN MOLECULAR BIOLOGY LABORATORY, PLURIBUS ONE SRL, YOOZ, LEONARDO, PAL ROBOTICS SL	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101070617/program/43108390/details	
Carbon Neutral European Battery Cell Production with Sustainable, Innovative Processes and 3D Electrode Design to Manufacture (BatWoMan)	BatWoMan develops new sustainable and cost-efficient Li-ion battery cell production concepts, paving the way towards carbon neutral cell production within the European Union. This is realized via the following technological efforts: 1) energy-efficient, no volatile organic compounds (VOCs) processed electrodes, with slurries of high dry mass content; 2) innovative dry room reducing concept with improved electrolyte filling; 3) low-cost and energy-efficient cell conditioning, namely wetting, formation and ageing. The above stated technological improvements will be supported digitally via creating an AI-driven, innovative platform for smart re-tooling, constantly monitoring the sustainability and efficiency of the proposed individual production steps and developing a battery data space providing relevant cell background data. This way, BatWoMan will lead to estimated cell production cost reduction of 63.5% and cell production energy consumption reduction by 52.6% and therefore enable a European leadership position in sustainable battery production.	Battery cell production; sustainable processing; 3D electrode design; solvent-free	AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH	FUNDACION CIDETEC, KARLSRUHER INSTITUT FUER TECHNOLOGIE, UNIVERSITAET DUISBURG-ESSEN, Sovema spa, MATTHEWS INTERNATIONAL GMBH, RISE RESEARCH INSTITUTES OF SWEDEN AB	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101069705/program/43108390/details	
Dual circuit flow battery for hydrogen and value added chemical production (DualFlow)	DualFlow develops a radically new energy conversion and storage concept that combines water electrolysis, battery storage and co-production of decarbonized chemicals into one single hybrid technology using water soluble redox mediators as energy transfer vectors. The system can be operated for electricity storage or for energy conversion to hydrogen and value added chemicals. During energy storage operation, the system works as a conventional stationary flow battery. The energy conversion starts when the battery is full but there is abundant inexpensive green electricity available. Now the battery is chemically discharged in a mediated electrolysis to produce hydrogen and value added chemicals. The energy conversion is realized by pumping charged battery electrolytes through reactors. For hydrogen production, reactor is filled with catalytic particles to catalyze electron transfer and hydrogen evolution. For value added chemical production the reactor consists of biphasic system where charged electrolyte oxidizes chemicals in an organic phase. The reaction products are then extracted into the organic phase. The energy conversion operation requires only reactors and catalyst for hydrogen evolution, indicating that the additive costs of the dual circuit is minimal. The concept results in flexible system capable of both energy storage and energy conversion to hydrogen. We strongly believe that this concept offers possibilities to produce inexpensive hydrogen, in a flexible manner without utilizing any critical raw materials.	flow battery, mediated electrolysis, electrosynthesis	TURUN YLIOPISTO	AARHUS UNIVERSITET, UNIVERSITY OF LIMERICK, AALTO KORKEAKOULUSAATIO SR, ADVANCED SURFACE PLATING APS, NORDIC BIOPRODUCTS GROUP OY	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101070788/program/43108390/details	
TRUstworthy Multi-site Privacy Enhancing Technologies (TRUMPET)	In recent years, Federated Learning (FL) has emerged as a revolutionary privacy-enhancing technology and, consequently, has quickly expanded to other applications. However, further research has cast a shadow of doubt on the strength of privacy protection provided by FL. Potential vulnerabilities and threats pointed out by researchers included a curious aggregator threat; susceptibility to man-in-the-middle and insider attacks that disrupt the convergence of global and local models or cause convergence to fake minima; and, most importantly, inference attacks that aim to re-identify data subjects from FL’s AI model parameter updates. The goal of TRUMPET is to research and develop novel privacy enhancement methods for Federated Learning, and to deliver a highly scalable Federated AI service platform for researchers, that will enable AI-powered studies of siloed, multi-site, cross-domain, cross border European datasets with privacy guarantees that exceed the requirements of GDPR. The generic TRUMPET platform will be piloted, demonstrated and validated in the specific use case of European cancer hospitals, allowing researchers and policymakers to extract AI-driven insights from previously inaccessible cross-border, cross-organization cancer data, while ensuring the patients’ privacy. The strong privacy protection accorded by the platform will be verified through the engagement of external experts for independent privacy leakage and re-identification testing. A secondary goal is to research, develop and promote with EU data protection authorities a novel metric and tool for the certification of GDPR compliance of FL implementations. The consortium is composed of 9 interdisciplinary partners: 3 Research Organizations, 1 University, 3 SMEs and 2 Clinical partners with extensive experience and expertise to guarantee the correct performance of the activities and the achievement of the results.	Federated Learning, Privacy Enhancing Technologies, Secure Multiparty Computation, Differential Privacy, Homomorphic Encryption, Privacy Metrics, GDPR, Privacy-Preserving Cross-Border Learning	FUNDACION CENTRO TECNOLOXICO DE TELECOMUNICACIONS DE GALICIA	ARTEEVO TECHNOLOGIES LTD, UNIVERSIDAD DE VIGO, INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE, ISTITUTO ROMAGNOLO PER LO STUDIO DEI TUMORI DINO AMADORI, TIME.LEX, CENTRE HOSPITALIER UNIVERSITAIRE DE LIEGE, COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101070038/program/43108390/details	
Morphing Computerized mats with Embodied Sensing and Artificial Intelligence (MOZART)	The MOZART project aims to advance the state-of-the art in robotic handling and manipulation of soft and heterogenous objects. The approach we take is a radical departure from existing manipulator approaches as we will develop a new concept for manipulation through the use of deformable manipulation surfaces supported by AI-powered control and learning tools. The manipulation surface is able to change its curvature locally and through this manipulates objects on the surface. The manipulation surface has three constituent elements. A conventional modular electronics layer responsible for communication, power, and computation, an actuation layer based on origami mechanisms, and finally, a soft poro-elastic sensing skin. The hardware development is complemented by a distributed control application programming interface which is built on cellular automata and deep learning. The framework includes basic and coordination primitives that allow for manipulation of individual objects and groups of objects, respectively. For demonstration we have chosen three target demonstrators in the food handling industry which are descaling fish, sorting of chicken and presentation of chicken. The final pillar of the project is an integrative-interdisciplinary social sciences and humanities approach that tackles the transition of the role of the operators today to more high-skilled jobs in the future. It also addresses the general ethical challenges surrounding food production to ensure sustainable technology development in terms of social and ethical as well as ecological consequences. The core research is complemented by a comprehensive dissemination and communication package that targets all relevant stakeholders. Finally, a clear exploitation plan including standardisation is described which will transition the AUTOMATs from TRL 5 at the end of the project to a product ready to impact the food packing industry four year after the end of the project.	origami robotics	IT-UNIVERSITETET I KOBENHAVN	FONDAZIONE ISTITUTO ITALIANO DI TECNOLOGIA, THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN, CABINPLANT A/S, UNI, FONDAZIONE ICONS, ASSOCIATION DE L'AVICULTURE, DE L'INDUSTRIE ET DU COMMERCE DE VOLAILLES DANS LES PAYS DE L'UNION EUROPEENNE	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101069536/program/43108390/details	
Application Aware, Life-Cycle Oriented Model-Hardware Co-Design Framework for Sustainable, Energy Efficient ML Systems (SustainML)	AI is increasingly becoming a significant factor in the CO2 footprint of the European economy. To avoid a conflict between sustainability and economic competitiveness and to allow the European economy to leverage AI for its leadership in a climate friendly way, new technologies to reduce the energy requirements of all parts of AI system are needed. A key problem is the fact that tools (e.g. PyTorch) and methods that currently drive the rapid spread and democratization of AI prioritize performance and functionality while paying little attention to the CO2 footprint. As a consequence, we see rapid growth in AI applications, but not much so in AI applications that are optimized for low power and sustainability. To change that we aim to develop an interactive design framework and associated models, methods and tools that will foster energy efficiency throughout the whole life-cycle of ML applications: from the design and exploration phase that includes exploratory iterations of training, testing and optimizing different system versions through the final training of the production systems (which often involves huge amounts of data, computation and epochs) and (where appropriate) continuous online re-training during deployment for the inference process. The framework will optimize the ML solutions based on the application tasks, across levels from hardware to model architecture. AI developers from all experience levels will be able to make use of the framework through its emphasis on human-centric interactive transparent design and functional knowledge cores, instead of the common blackbox and fully automated optimization approaches in AutoML. The framework will be made available on the AI4EU platform and disseminated through close collaboration with initiatives such as the ICT 48 networks. It will also be directly exploited by the industrial partners representing various parts of the relevant value chain: from software framework, through hardware to AI services.	Greener AI	PROYECTOS Y SISTEMAS DE MANTENIMIENTO SL	DEUTSCHES FORSCHUNGSZENTRUM FUR KUNSTLICHE INTELLIGENZ GMBH, RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT, KOBENHAVNS UNIVERSITET, INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE, SAS UPMEM	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101070408/program/43108390/details	
Holistic and adaptivE Interface Design for human-technology Interactions (HEIDI)	Common adaptive vehicle HMIs implemented in today’s cars have limited sensing and predictive capabilities. Because of this, the risk is high to present information that is unsuitable for the current situation, which results in low usability and increased risk of distracting the driver. Furthermore, the exchange of information between driver and other road users is currently limited which often results in uncertain and unsafe situations. Driving automation only exacerbates the above-mentioned problem. External HMIs are one attempt to address this. The HEIDI project aims to develop a fluid, cooperative HMI that integrates internal and external adaptive HMI solutions in a holistic manner. This cooperative HMI effectively synchronises driver data and data from other road users to facilitate an optimal joint action between the actors, following the foresight safety1 concept. With this, the HEIDI HMI solutions guarantee that all road users share the same understanding of the situation with a view to ensuring a safe interaction. To realise this overall aim several technical innovation modules will be developed. These new HMI solutions will be prototyped and validated in a multi-user simulation environment and in real vehicle prototypes. For this purpose, the HEIDI project brings together key industry and academic partners that provide a unique infrastructure for developing, testing, and validating the proposed HMI concepts, such as the co-simulation environment provided by VTI, where pedestrians and drivers can interact in the same experiment in two interconnected simulators, and the facilities provided by RUAS, where real vehicles can interact with real pedestrians in a safe environment. Additionally, the HEIDI project will develop recommendations for regulation and standardisation guidelines to EuroNCAP and to IEEE, especially focusing on external HMIs, as this area is still characterised by high uncertainty for manufacturers.	fluid & cooperative HMI, road safety, advanced sensing	VIRTUAL VEHICLE RESEARCH GMBH	BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT, HOCHSCHULE REUTLINGEN, Honda Research Institute Europe GmbH, MARELLI EUROPE SPA, STATENS VAG- OCH TRANSPORTFORSKNINGSINSTITUT, UNIVERSIDAD DE ALCALA, TREE TECHNOLOGY SA, NISYS GMBH, MARELLI AUTOMOTIVE LIGHTING REUTLINGEN (GERMANY) GMBH	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101069538/program/43108390/details	
Symbolic logic framework for situational awareness in mixed autonomy (SymAware)	"SymAware addresses the fundamental need for a new conceptual framework for awareness in multi-agent systems (MASs) that is compatible with the internal models and specifications of robotic agents and that enables safe simultaneous operation of collaborating autonomous agents and humans. The goal of SymAware is to provide a comprehensive framework for situational awareness to support sustainable autonomy via agents that actively perceive risks and collaborate with other robots and humans to improve their awareness and understanding, while fulfilling complex and dynamically changing tasks. The SymAware framework will use compositional logic, symbolic computations, formal reasoning, and uncertainty quantification to characterise and support situational awareness of MAS in its various dimensions, sustaining awareness by learning in social contexts, quantifying risks based on limited knowledge, and formulating risk-aware negotiation of task distributions. These objectives will be achieved in SymAware through (a) logical characterisation of awareness using symbolic methods, (b) quantifying the symbolic reasoning for awareness with spatial and temporal ingredients for decision making, (c) risk awareness via quantified knowledge, (d) quantifying and communicating knowledge awareness, (e) demonstrating awareness engineering in aviation and automotive use cases, and (f) identifying requirements for ethical and trustworthy awareness in human-agent interaction. The objectives of SymAware address the ""Awareness Inside"" Challenge of EIC by extending and formalising human-based models of situational awareness and by providing a novel conceptual situational awareness framework for MASs that encompasses logical characterisation and integrative formal reasoning of interdependent awareness dimensions including knowledge, spatiotemporal, risk and social dimensions. This will support transitioning to safe mixed operation of autonomous agents and humans."	Multi-agent systems, autonomous systems, situational awareness, symbolic computations, compositional logic, formal verification, control synthesis, risk awareness, human-robot interaction	MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV	TECHNISCHE UNIVERSITEIT EINDHOVEN, KUNGLIGA TEKNISKA HOEGSKOLAN, UPPSALA UNIVERSITET, STICHTING KONINKLIJK NEDERLANDS LUCHT, SIEMENS INDUSTRY SOFTWARE NETHERLANDS BV	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101070802/program/43108390/details	
Living Therapeutic and Regenerative Materials with Specialised Advanced Layers (NextSkins)	Skin is a living interface with layers of specialised functions (sensing, regeneration, protection). The level of complexity in skins is currently unreached in engineered living materials (ELMs). Here we will create skin-inspired ELMs with layers with living cells, specialised properties and functions. Our living skins are based on a grown matrix hosting engineered multicellular consortia that build and functionalise different layers. Spatiotemporal patterning is realised by genetic control and the physicochemical properties of cells and biomolecules. Our aim is to generate platform technologies to advance biological ELMs and make two proof-of-concept engineered living skins with different applications: We will fabricate a self-encapsulated Living Therapeutic Skin (LTS) made of a bacterial cellulose hydrogel matrix with sense-and-respond cells. LTS will have an interactive layer with sensing functions, a core layer for responsive living cells, and a barrier layer for biocontainment and hydration. An example LTS will be designed to sense pathogenic skin bacteria in eczema and release biosynthesised therapeutic molecules. A dry and tough Living Regenerative Skin (LRS) consisting of biomineralized biopolymers hosting bacterial spores will be fabricated as an alternative to traditional inert materials (ceramics, plastics) in protective garments. The LRS biomineralized core will arrange in microscale layers, like tough biominerals in nature (nacre, bone, dentin). LRS will be encapsulated in an activator shell, engineered to prevent water penetration and to memorize local mechanical experience, giving local self-reinforcement of mechanically stressed regions, a unique property compared to current materials and other ELMs. As a powerful strategy to accelerate the adoption of our living materials in society, we will systematically involve the potential end-users and designers in our research for the materials and product development to happen in synergy.	engineered living materials, adaptive materials, genetic engineering, protein materials, bacterial cellulose, composite, self-assembly, encapsulation, biomineralization, material-driven design	TECHNISCHE UNIVERSITEIT DELFT	AALTO KORKEAKOULUSAATIO SR	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101071159/program/43108390/details	
Smart manufacturing for autologous cell therapies enabled by innovative biomonitoring technologies and advanced process control (SMARTER)	Autologous immunotherapies have revolutionised cancer treatment providing impressive survival benefits in patients with blood cancers. The next generation of personalised immunotherapies using tumour-infiltrating lymphocytes (TIL) aims to overcome efficacy limitations of CAR-T therapies in the treatment of solid tumours. Lack of effective, fast, adaptive, controllable and scalable manufacturing process remains one of the critical bottlenecks for clinical adoption of such complex personalised cell therapies. In the SMARTER project, Achilles Therapeutics UK Limited, a clinical-stage company developing autologous cell therapies, partners with the centre of excellence for Cell and Gene Therapy Catapult and academic experts in process biomarker discovery (Instituto de Investigacion Sanitaria La Fe) and bioprocess sensor development (Leibniz Universitat Hannover). The consortium aims to develop a first-in-class, smart bioprocessing manufacturing platform for personalised autologous cell therapies, implementing for the first time in-line process analytical technologies and smart process control systems. The project exploits breakthrough discoveries of novel T cell expansion process biomarkers and development of new fluorescence spectroscopy sensors for real-time monitoring of critical process parameters, toa enable adaptive process control of the precision TIL biomanufacturing process. After the project, the prototype R&D platform will be ready for follow-up development of the commercial scale bioreactor in GMP environment. The SMARTER platform will critically improve production efficiency, reduce overall costs-of-goods, shorten manufacturing cycle times (shorter vein-to-vein time), decrease batch failures and lead to more consistent and predictable cell therapy product quality. Finally, the innovations will enable clinical implementation of a potential breakthrough personalised adoptive cell therapy for hardest-to-treat solid tumours such as lung cancer and melanoma.	bioprocessing, manufacturing, immunotherapy, automation, immunotherapy, sensors, metabolomics	GOTTFRIED WILHELM LEIBNIZ UNIVERSITAET HANNOVER	FUNDACION PARA LA INVESTIGACION DEL HOSPITAL UNIVERSITARIO LA FE DE LA COMUNIDAD VALENCIANA	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101071054/program/43108390/details	
Computation driven development of novel vivo-like-DNA-nanotransducers for biomolecules structure identification (iSenseDNA)	The link between the structural change of a molecule and its function is of fundamental importance since it provides direct insight on mechanism of complex biological processes. Recent years have witnessed noticeable advances of analysis of complex molecular conformations, however the understanding of their conformational dynamics remain a formidable challenge and revolutionary advances are still demanded the analysis of chemical composition and structure of biomolecules, however the understanding of their conformational dynamics remains a formidable challenge, and revolutionary advances are still demanded. Molecular machines, such as the DNA itself, which work at the core of many cellular activities, is able to DNA modify its conformation and to transduce the signal upon binding to specific proteins. In this project, we will develop a DNA-nanotrasducer for real-time detection of conformational changes and the analysis of molecular dynamics as it occurs in-vivo biological processes. The project aims to provide: (i) the development of DNA-nanotransducers that can perform both detection and conformational analysis of molecular dynamics in one functional unit (ii), Use bioinformatics approaches to predict 3D structure of conformational states modelling real time evolution of interacting DNA-NT and proteins, and machine learning (ML) models to directly link the atomistic structure, conformational state, and dynamics (iii) Assess protein-DNA-NT binding by experimental approaches using linear and “on-chip” non-linear spectroscopies for the detection of vibrational signatures of organic molecular systems, to recognize consequent structural changes in the optical signal in real-time, (iv) Describe DNA-NT/protein interactions at the cellular level and 3D analysis of DNA-NT and model proteins, towards drug discovery. These research efforts will provide a foundation for a next generation of DNA-nanotransducers to be used for high-throughput functional molecular structure.	Supercoiled DNA; DNA molecular modelling; conformational ensembles; enhanced-optical analysis; on-chip-photonics	UPPSALA UNIVERSITET	UNIVERSITA DEGLI STUDI DI PADOVA, UMEA UNIVERSITET, DEUTSCHES ELEKTRONEN-SYNCHROTRON DESY, ASOCIACION CENTRO DE INVESTIGACION COOPERATIVA EN BIOMATERIALES- CIC biomaGUNE, ORGANOTHERAPEUTICS VGMBH, EUROPEAN SYNCHROTRON RADIATION FACILITY, CONSIGLIO NAZIONALE DELLE RICERCHE	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046920/program/43108390/details	
Up-Skilling for Industry 5.0 Roll-Out (Up-Skill)	The 4th Industrial Revolution/Industry 4.0 has enabled reduction of production costs, improved consistency of product quality and enabled mass customisation by merging the physical and digital worlds. The transition is still ongoing - Industry 4.0 is a general-purpose technology, adding value across all industrial sectors. However, the perception of Industry 4.0 at a human level has not all been positive. It has been plagued by fear of job cuts and in some sectors completely replacing the human workforce. Automation projects have often failed due to omitting the critical skilled human elements in business success with unintended consequences including reduced customer satisfaction, poorer product quality and lower process efficiency. Automation alone clearly cannot be a source of sustained competitive advantage. I5.0 will address the balance between humans and technology, focussing on the collaborative relationship between skilled workers and automation. The intent is reinstate skilled craftsmanship at the centre of production processes where people add unique value and competitive advantage, augmented by intelligent, data-driven technology emerging from Industry 4.0. In the Up-Skill project, we will address the implications of Industry 5.0, in particular the relationship between automation, skilled work and organisational systems. Our research will establish how the relationship between automation and human input plays out in a range of industrial settings, creating comparative case studies to capture effective implementation strategies. We will address under-explored strategic spaces in production - where automation adds value to skilled and artisanal work, and where further automation risks undermining product value. This research will identify the shifting organisational characteristics that are needed to ensure technology advancements are implemented within companies while ensuring sustainable, added value for man, machine, and organisation.	Industry 5.0, Collaborative robots, Augmentation, Skilled craftsman, Decent work, blended production, Automation, Industry 4.0, Digitisation, value of labour, mass personalisation, up-skilling	MALARDALENS UNIVERSITET	MALARDALEN INDUSTRIAL TECHNOLOGY CENTER AB, UNIVERSITA DEGLI STUDI DI MILANO, HELEKOPTER AB, IRIS TECHNOLOGY SOLUTIONS, SOCIEDAD LIMITADA, ALFA LAVAL TECHNOLOGIES AB, KNEIA SL, WEBBER BRENNERTECHNIK GMBH	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101070666/program/43108390/details	
Electrocatalytic Production of liquid Organic hydrogen carrier and CHemicals from lignin (EPOCH)	EPOCH proposes to develop a novel approach in linking green hydrogen production with the direct loading of liquid organic hydrogen carriers (LOHC) enabling a transformative logistic of green hydrogen distribution and storage. Lignin derivatives are used to be selectively oxidized. Compared to water electrolysis, EPOCH will advance the field by (1) using the nascent hydrogen at the cathode directly to load LOHCs allowing economic H2 storage and transport, and (2) converting at the anode waste lignin and its derivatives via selective oxidation. EPOCH is beyond the state-of-the-art solutions, as it does not form molecular H2 at the cathode nor generates oxygen at the anode. By modifying both cathodic and anodic reactions, EPOCH reduces the energy intensity. EPOCH will enable better cell performance and enhanced added-value device operations by (i) improving energy efficiency, (ii) allowing cost reductions, and (iii) intensifying the process. The EPOCH device will be designed for flexible integration with biorefineries and pulp & paper industries, to valorize their lignin waste streams, thus, linking these industrial sectors and H2 economy. EPOCH will allow the production of green H2 in areas where renewable energy production (in the energy mix) is higher. Therefore, EPOCH will offer a new path to effectively decrease the carbon footprint of energy-intensive industries. Development of the novel EPOCH electrocatalytic device requires (a) advanced components (electrocatalysts, electrodes, electrolytes and ionic liquid promoters, membranes) and (b) validation of the full module cell operation at laboratory scale. Thus, our project integrates multidisciplinary top-experts in areas such as electrocatalysis, lignin chemistry, and materials synthesis, with a large engineering company on energy transition and a SME world-leading the LOHC technology development and logistic.	Catalysis, Chemical Reaction Engineering, Electrocatalysis, Liquid organic hydrogen carrier, Lignin utilization, Carbon footprint, Fossil-free fuel, Biochemicals	LULEA TEKNISKA UNIVERSITET	AALTO KORKEAKOULUSAATIO SR, UNIVERSITA DEGLI STUDI DI MESSINA, TECHNISCHE UNIVERSITEIT DELFT, TECHNISCHE UNIVERSITAET MUENCHEN, NEXTCHEM SPA, HYDROGENIOUS LOHC TECHNOLOGIES GMBH	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101070976/program/43108390/details	
Ferroelectric PHOtonics ENablIng novel functionalities and enhanced performance of neXt generating PICs (PHOENIX)	In PHOENIX, we create the next generation of compact photonic integrated circuits (PIC) offering a continuous and efficient control over optical signals. A barium titanate (BTO) on silicon nitride (SiN) platform will be optimized to enable novel functionalities and produce enhanced PICs. The novel functionalities stem from a combination of materials having a metal-insulator transition with epitaxial ferroelectrics. Vanadium oxides (VOx) deliver a maximum contrast in absorption while Barium Titanate (BTO) offers an efficient and programmable control of the phase of an optical signal through Pockels and photorefractive effects. The developed technologies will be demonstrated in four uses cases in high-impact emerging applications: 1) fully homomorphic encryption, 2) 5G infrastructure, 3) inference of deep neural networks and 4) training of deep neural networks. The project has four main objectives: a) to provide novel photonic technologies with enhanced functionalities thanks to the integration of VOx and BTO, b) to provide a BTO/SiN waveguide platform for subsequent manufacturing of PICs and an upgraded version of such a platform integrating VOx with the potential to improve their performance and scalability, c) to build up the demonstrators, and d) to advance in the understanding, realization and upscaling of high-quality oxide thin-films by molecular beam epitaxy (MBE) on large area. The validation of the developed technology will be completed with an extrapolation to benchmark against representative existing systems and a roadmap for photonic-electronic integration. The project will perform a market analysis and a techno-economic evaluation in order to define business models and exploitation plans that ensure the sustainability of the PHOENIX platform to reduce innovation-to market-time and R&I costs for disruptive high-tech SMEs and maximize the impact of the 4 user cases demonstrators	BaTiO3, BTO, VO2, V2O3, vanadium oxide, photorefraction, Pockels effect, metal-insulator transition, fully homomorphic encryption, FHE, inference, training, neural networks, neuromorphic computing, 5G	KATHOLIEKE UNIVERSITEIT LEUVEN	UNIVERSITAT POLITECNICA DE VALENCIA, IBM ISRAEL, PNO INNOVATION SL	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101070690/program/43108390/details	
Unveiling Innovation Potential of Circular Approaches in Automotive Electronics and Beyond (UNICORN)	To strengthen EU’s global competitiveness and resilience, the updated Industrial Strategy calls for accelerating the green and digital transitions of key European ecosystems. UNICORN foresees functional electronics as an enabler & catalyser of EU mobility’s twin transition. Using a car-as-a lab, UNICORN is aiming at increasing the circularity-driven functional integration of electronics in automotive, while simultaneously embedding eco-design principles in their development and ensuring net beneficial effect on climate change mitigation. UNICORN will demonstrate a capability to design & develop innovative green and circular technologies for automotive electronics, based on four electronic systems (composite-embedded, in-molded, textile/plastic and rubber-integrated) taken from industrial use cases for a battery casing, a dashboard, a seat/door system and a tire. Solutions will 1) encompass lightweight, low impact and/or bio-based materials for (flexible) substrates, films, encapsulation, inks, solvents, adhesives and flat cabling & interconnects; 2) validate resource/energy efficient, net shape, additive, printing, encapsulating and (reversible) bonding manufacturing processes for circuitry, sensors, gauges, antennas, interconnects; and 3) implement design for material circularity via reversible design, modularity, form factors to increase disassembly and recovery of valuable material. For harnessing benefits of these technologies, UNICORN will set a new methodology for net impact assessment and eco-design guidelines for automotive electronics designers & developers. It will establish a vision and roadmap on the role of functional electronics for supporting EU mobility climate targets, and set the blueprints for transfers in further application sectors. UNICORN gathers 12 partners (7 companies) mutualising skills and pilot/industrial capacities on flexible, printed & organic electronics, circularity & regulatory competences and business leaderships in Automotive.	Functional Electronics, Automotive, Mobility, Circular Economy, twin transition, eco-design, green & circular technologies, composite, IME, Flexible Hybrid Electronics, LCA	VDI/VDE INNOVATION + TECHNIK GMBH	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES, NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO, TEKNOLOGIAN TUTKIMUSKESKUS VTT OY, VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK N.V., NEW CABLE CORPORATION, CONTINENTAL REIFEN DEUTSCHLAND GMBH, SYMBIOSE, TACTOTEK OY, VALEO SYSTEMES THERMIQUES SAS, IEE INTERNATIONAL ELECTRONICS & ENGINEERING SA, FAURECIA INTERIEUR INDUSTRIE	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101070169/program/43108390/details	
